Jahr,Land,Kontinent,Art,Mitte,Friedrichshain-Kreuzberg,Pankow,Charlottenburg-Wilmersdorf,Spandau,Steglitz-Zehlendorf,Tempelhof-Schöneberg,Neukölln,Treptow-Köpenick,Marzahn-Hellersdorf,Lichtenberg,Reinickendorf
1991,Afghanistan,Asien,Zuzug,7,12,1,13,4,11,3,3,0,4,17,12
1991,Ägypten,Afrika,Zuzug,48,27,4,35,27,27,51,28,8,7,40,19
1991,Albanien,Europa,Zuzug,0,1,0,4,1,2,2,17,2,1,0,1
1991,Algerien,Afrika,Zuzug,16,12,7,24,7,0,12,11,1,1,1,18
1991,Andorra,Europa,Zuzug,0,0,0,0,1,1,0,0,0,0,0,0
1991,Angola,Afrika,Zuzug,13,57,22,26,7,8,74,8,0,0,13,5
1991,Äquatorialguinea,Afrika,Zuzug,0,1,0,0,0,0,0,0,0,0,0,0
1991,Argentinien,Amerika,Zuzug,13,5,4,9,1,12,8,5,1,0,1,1
1991,Äthiopien,Afrika,Zuzug,11,24,3,21,16,9,53,23,2,2,12,4
1991,Australien,Australien/Ozeanien,Zuzug,9,20,5,21,13,15,22,5,1,0,1,29
1991,Bahamas,Amerika,Zuzug,0,0,0,1,0,1,0,0,0,0,0,0
1991,Bahrain,Asien,Zuzug,0,0,0,1,0,0,0,0,0,0,0,0
1991,Bangladesch,Asien,Zuzug,7,5,2,12,7,3,64,5,0,0,0,2
1991,Barbados,Amerika,Zuzug,1,1,0,0,0,0,1,0,0,0,0,1
1991,Belgien,Europa,Zuzug,12,10,10,19,0,17,16,3,0,2,2,11
1991,Benin,Afrika,Zuzug,1,1,0,0,0,0,0,4,0,0,1,0
1991,Bolivien,Amerika,Zuzug,2,1,0,3,0,3,2,1,1,0,0,1
1991,Botsuana,Afrika,Zuzug,0,0,0,2,0,0,0,0,0,0,0,0
1991,Brasilien,Amerika,Zuzug,33,18,5,54,15,36,36,25,2,1,1,13
1991,Bulgarien,Europa,Zuzug,140,164,135,89,34,69,85,77,72,58,166,23
1991,Burkina Faso,Afrika,Zuzug,2,0,0,4,0,0,0,0,0,0,0,0
1991,Burundi,Afrika,Zuzug,1,0,0,0,1,0,0,0,0,0,2,0
1991,Chile,Amerika,Zuzug,6,5,3,9,0,11,6,8,0,0,6,1
1991,China,Asien,Zuzug,67,55,30,113,17,66,71,38,0,8,8,17
1991,Costa Rica,Amerika,Zuzug,1,0,1,2,0,1,1,0,0,0,0,0
1991,Cote de'Ivoire,Afrika,Zuzug,2,1,0,2,0,0,5,1,0,0,0,0
1991,Dänemark,Europa,Zuzug,12,17,7,43,2,37,18,18,2,2,4,8
1991,Dominikanische Republik,Amerika,Zuzug,6,8,0,7,7,5,10,3,0,0,0,1
1991,Dschibuti,Afrika,Zuzug,0,0,0,0,0,0,0,0,0,0,1,0
1991,Ecuador,Amerika,Zuzug,4,0,0,3,2,3,17,0,0,1,1,1
1991,Ehem. Sowjetunion,Europa,Zuzug,711,405,354,636,380,471,515,142,400,323,633,60
1991,Ehem.Tschechoslowakei,Europa,Zuzug,36,21,81,66,9,40,48,103,11,35,76,31
1991,Finnland,Europa,Zuzug,12,2,5,21,6,18,8,6,1,1,11,5
1991,Frankreich,Europa,Zuzug,185,97,45,235,25,121,165,72,8,9,19,173
1991,Gabun,Afrika,Zuzug,0,1,0,1,0,0,0,0,0,0,0,0
1991,Gambia,Afrika,Zuzug,2,2,0,1,1,1,3,1,0,0,0,1
1991,Ghana,Afrika,Zuzug,25,44,6,20,12,11,14,29,1,0,12,13
1991,Grenada,Amerika,Zuzug,0,2,0,0,0,0,1,0,0,0,0,0
1991,Griechenland,Europa,Zuzug,138,141,8,118,38,60,103,122,0,2,22,16
1991,Guatemala,Amerika,Zuzug,0,1,0,1,1,5,0,0,0,0,0,0
1991,Guinea,Afrika,Zuzug,4,3,6,7,2,0,3,2,0,0,2,4
1991,Guinea-Bissau,Afrika,Zuzug,1,1,2,0,0,0,0,0,0,0,0,0
1991,Guyana,Amerika,Zuzug,0,1,0,1,0,0,0,0,0,0,0,0
1991,Haiti,Amerika,Zuzug,2,0,0,2,0,1,0,3,0,0,0,0
1991,Honduras,Amerika,Zuzug,2,4,0,3,0,1,0,0,0,0,0,1
1991,Indien,Asien,Zuzug,21,28,2,41,6,25,17,16,2,2,6,10
1991,Indonesien,Asien,Zuzug,39,31,3,37,7,20,22,10,1,2,1,5
1991,Irak,Asien,Zuzug,7,3,6,10,6,3,8,11,0,5,5,9
1991,Iran,Asien,Zuzug,93,41,19,122,48,58,80,70,0,0,2,30
1991,Irland,Europa,Zuzug,34,29,4,20,7,11,21,12,0,0,9,1
1991,Island,Europa,Zuzug,7,5,0,3,1,9,0,2,0,0,0,4
1991,Israel,Asien,Zuzug,182,20,5,118,52,64,94,38,18,0,5,72
1991,Italien,Europa,Zuzug,167,147,35,263,41,116,147,83,8,0,7,60
1991,Jamaika,Amerika,Zuzug,5,2,0,2,1,0,5,0,0,0,0,0
1991,Japan,Asien,Zuzug,18,17,7,96,11,54,27,10,3,0,1,2
1991,Jemen,Asien,Zuzug,3,3,7,0,0,0,1,4,1,1,7,0
1991,Jordanien,Asien,Zuzug,30,14,1,14,2,2,12,16,1,2,8,3
1991,Jugoslawien,Europa,Zuzug,1382,1202,112,1428,860,702,1554,1842,135,43,200,549
1991,Kambodscha,Asien,Zuzug,2,1,0,2,1,0,0,0,0,0,1,2
1991,Kamerun,Afrika,Zuzug,3,5,1,6,2,8,3,1,0,1,2,1
1991,Kanada,Amerika,Zuzug,13,12,5,44,12,34,17,13,3,2,3,18
1991,Kap Verde,Afrika,Zuzug,1,1,0,1,0,0,0,0,0,0,0,0
1991,Katar,Asien,Zuzug,2,0,0,1,0,0,0,0,0,0,0,0
1991,Kenia,Afrika,Zuzug,4,4,0,8,1,4,4,2,2,0,0,4
1991,Kolumbien,Amerika,Zuzug,4,2,5,17,7,6,13,3,0,1,2,6
1991,Komoren,Afrika,Zuzug,1,0,0,0,0,0,0,0,0,0,0,0
1991,"Kongo, Dem. Rep.",Afrika,Zuzug,4,3,29,16,0,2,17,4,0,0,0,7
1991,"Kongo, Rep.",Afrika,Zuzug,5,2,4,1,0,0,0,0,0,1,3,0
1991,"Korea, Dem. Volksrepublik",Asien,Zuzug,9,2,0,6,1,7,5,1,0,0,1,0
1991,"Korea, Republik",Asien,Zuzug,13,8,0,34,22,18,22,6,8,0,4,11
1991,Kuba,Amerika,Zuzug,12,11,15,8,4,2,5,3,7,18,36,0
1991,Kuwait,Asien,Zuzug,1,1,0,0,0,0,0,0,3,0,0,0
1991,Laos,Asien,Zuzug,5,0,0,2,1,0,2,5,0,0,1,0
1991,Lesotho,Afrika,Zuzug,0,0,0,1,0,0,1,0,0,0,0,0
1991,Libanon,Asien,Zuzug,123,57,20,139,126,45,162,225,0,1,14,69
1991,Liberia,Afrika,Zuzug,1,0,0,1,0,0,0,1,0,0,0,1
1991,Libyen,Afrika,Zuzug,3,1,2,0,0,1,2,1,0,0,0,0
1991,Liechtenstein,Europa,Zuzug,0,0,1,0,0,0,0,0,0,0,0,0
1991,Luxemburg,Europa,Zuzug,8,3,2,8,4,2,3,5,2,1,0,2
1991,Madagaskar,Afrika,Zuzug,2,1,0,1,0,1,1,0,5,0,2,0
1991,Malawi,Afrika,Zuzug,1,0,0,0,0,0,0,0,0,0,0,0
1991,Malaysia,Asien,Zuzug,0,1,0,13,0,4,5,1,0,0,0,1
1991,Malediven,Asien,Zuzug,0,0,0,0,0,0,1,0,0,1,0,0
1991,Mali,Afrika,Zuzug,1,3,1,0,0,1,2,0,0,0,2,0
1991,Malta,Europa,Zuzug,1,1,0,1,0,0,1,0,0,1,0,0
1991,Marokko,Afrika,Zuzug,19,14,2,13,8,7,18,15,0,0,2,20
1991,Mauretanien,Afrika,Zuzug,1,3,0,0,0,0,0,0,0,0,0,0
1991,Mauritius,Afrika,Zuzug,1,0,0,3,1,1,0,0,0,0,0,2
1991,Mexiko,Amerika,Zuzug,4,8,1,14,3,5,9,4,0,1,3,0
1991,Monaco,Europa,Zuzug,1,0,0,1,0,0,0,0,0,0,0,0
1991,Mongolei,Asien,Zuzug,2,10,10,0,0,0,7,0,3,14,63,0
1991,Mosambik,Afrika,Zuzug,1,3,9,0,0,0,2,0,4,2,9,0
1991,Myanmar,Asien,Zuzug,0,0,0,1,0,0,0,0,0,0,0,0
1991,Namibia,Afrika,Zuzug,1,0,0,0,0,0,0,0,0,0,0,1
1991,Nepal,Asien,Zuzug,1,1,0,4,3,4,0,3,0,0,2,0
1991,Neuseeland,Australien/Ozeanien,Zuzug,2,1,0,8,0,4,6,3,0,0,0,6
1991,Nicaragua,Amerika,Zuzug,2,2,4,1,0,2,1,1,1,1,3,0
1991,Niederlande,Europa,Zuzug,56,48,18,90,9,35,33,31,8,10,23,18
1991,Niger,Afrika,Zuzug,0,0,0,2,0,0,0,0,0,0,0,0
1991,Nigeria,Afrika,Zuzug,5,4,15,7,5,6,14,13,3,0,3,7
1991,Norwegen,Europa,Zuzug,18,8,4,53,14,20,8,12,1,0,2,6
1991,Österreich,Europa,Zuzug,77,59,22,99,24,75,84,51,7,6,21,40
1991,Pakistan,Asien,Zuzug,33,20,3,13,4,7,16,6,1,2,7,4
1991,Panama,Amerika,Zuzug,4,1,0,4,2,0,1,0,0,0,0,1
1991,Papua-Neuguinea,Australien/Ozeanien,Zuzug,0,1,0,0,0,0,0,0,0,0,0,0
1991,Paraguay,Amerika,Zuzug,0,0,0,0,1,3,2,1,0,1,0,0
1991,Peru,Amerika,Zuzug,21,11,5,16,3,13,9,18,0,0,2,3
1991,Philippinen,Asien,Zuzug,23,5,6,9,12,13,23,21,0,0,0,20
1991,Polen,Europa,Zuzug,1095,437,176,709,593,615,1043,1073,186,626,2008,602
1991,Portugal,Europa,Zuzug,17,10,3,25,7,8,16,11,1,1,1,2
1991,Ruanda,Afrika,Zuzug,0,0,0,7,0,0,2,0,0,9,0,0
1991,Rumänien,Europa,Zuzug,49,147,62,154,96,96,253,102,27,92,339,45
1991,Sambia,Afrika,Zuzug,0,1,0,1,1,1,1,1,0,0,0,1
1991,San Marino,Europa,Zuzug,0,0,0,0,0,0,2,0,0,2,0,0
1991,Sao Tome und Principe,Afrika,Zuzug,0,1,0,0,1,0,0,0,0,0,0,0
1991,Saudi-Arabien,Asien,Zuzug,4,1,4,12,1,0,7,1,0,0,0,0
1991,Schweden,Europa,Zuzug,24,28,10,64,9,30,25,16,3,2,11,6
1991,Schweiz,Europa,Zuzug,47,44,17,107,20,49,54,23,5,5,11,26
1991,Senegal,Afrika,Zuzug,4,3,2,4,0,1,9,3,0,0,3,0
1991,Seychellen,Afrika,Zuzug,1,0,0,0,0,0,0,0,0,0,0,1
1991,Sierra Leone,Afrika,Zuzug,5,1,0,2,3,0,9,4,0,0,0,1
1991,Simbabwe,Afrika,Zuzug,0,0,0,5,1,4,10,0,0,0,0,0
1991,Singapur,Asien,Zuzug,4,0,0,6,0,4,3,0,0,2,0,3
1991,Somalia,Afrika,Zuzug,5,12,1,20,0,1,12,4,0,0,1,2
1991,Spanien,Europa,Zuzug,53,51,14,95,32,53,41,44,6,3,8,27
1991,Sri Lanka,Asien,Zuzug,18,26,1,49,7,26,25,12,0,0,0,6
1991,St. Lucia,Amerika,Zuzug,0,0,0,1,0,0,0,0,0,0,0,0
1991,Südafrika,Afrika,Zuzug,5,4,2,25,16,21,14,3,3,0,0,2
1991,Sudan,Afrika,Zuzug,8,7,5,21,3,5,11,1,1,7,2,4
1991,Swasiland,Afrika,Zuzug,5,0,0,0,0,0,0,0,0,0,0,0
1991,Syrien,Asien,Zuzug,28,14,17,31,4,17,17,23,4,3,20,8
1991,Taiwan,Asien,Zuzug,19,9,4,26,6,16,11,11,2,0,13,12
1991,Tansania,Afrika,Zuzug,8,1,2,13,3,0,3,3,0,0,3,2
1991,Thailand,Asien,Zuzug,162,86,4,132,41,55,94,161,5,3,5,62
1991,Togo,Afrika,Zuzug,2,2,0,2,2,4,2,0,0,0,1,0
1991,Trinidad und Tobago,Amerika,Zuzug,1,0,0,0,0,0,1,0,0,0,0,1
1991,Tschad,Afrika,Zuzug,1,0,0,0,0,0,0,1,0,0,0,0
1991,Tunesien,Afrika,Zuzug,22,14,4,52,14,3,30,29,1,6,2,12
1991,Türkei,Europa,Zuzug,1611,1397,68,519,410,186,844,1274,20,19,30,258
1991,Übriges Afrika,Afrika,Zuzug,5,5,0,5,0,0,1,1,0,0,0,0
1991,Übriges Asien,Asien,Zuzug,2,0,0,1,0,0,0,0,0,0,0,0
1991,Übriges Ozeanien,Australien/Ozeanien,Zuzug,0,1,0,0,0,0,0,0,0,0,0,0
1991,Uganda,Afrika,Zuzug,1,2,0,1,0,0,4,1,0,1,0,0
1991,Unbekanntes Ausland,,Zuzug,66,82,46,63,79,47,67,61,17,26,45,26
1991,Ungarn,Europa,Zuzug,88,19,25,65,17,38,42,17,38,152,111,8
1991,Uruguay,Amerika,Zuzug,2,1,0,4,0,0,3,0,0,0,0,1
1991,Vatikanstadt,Europa,Zuzug,0,0,0,1,0,0,0,0,0,0,0,0
1991,Venezuela,Amerika,Zuzug,1,3,3,8,0,8,3,3,0,0,0,1
1991,Vereinigte Arabische Emirate,Asien,Zuzug,2,1,0,6,0,0,1,0,3,0,0,0
1991,Vereinigte Staaten,Amerika,Zuzug,140,133,47,411,62,460,236,102,10,17,20,70
1991,Vereinigtes Königreich,Europa,Zuzug,138,119,47,253,115,123,110,81,7,7,34,53
1991,Vietnam,Asien,Zuzug,31,123,31,29,27,29,23,45,7,117,166,23
1991,Zentralafrikanische Republik,Afrika,Zuzug,1,0,0,0,0,1,0,0,0,0,0,0
1991,Zypern,Europa,Zuzug,3,3,1,12,0,0,3,1,0,0,0,0
1992,Afghanistan,Asien,Zuzug,5,3,7,13,6,2,5,4,2,2,6,4
1992,Ägypten,Afrika,Zuzug,49,18,12,40,13,30,34,34,7,10,8,17
1992,Albanien,Europa,Zuzug,3,1,0,4,2,4,1,10,2,1,4,2
1992,Algerien,Afrika,Zuzug,18,7,21,20,4,3,8,23,6,2,9,13
1992,Andorra,Europa,Zuzug,0,0,0,0,0,0,1,0,0,0,0,0
1992,Angola,Afrika,Zuzug,13,3,6,14,3,10,31,21,7,6,9,11
1992,Äquatorialguinea,Afrika,Zuzug,0,1,0,0,0,0,0,0,0,0,0,0
1992,Argentinien,Amerika,Zuzug,10,8,5,10,1,5,3,6,0,0,2,1
1992,Armenien,Asien,Zuzug,4,0,0,0,0,0,0,0,0,0,0,0
1992,Aserbaidschan,Asien,Zuzug,0,1,0,0,0,0,0,0,0,0,1,0
1992,Äthiopien,Afrika,Zuzug,5,4,3,15,1,18,10,20,9,2,8,3
1992,Australien,Australien/Ozeanien,Zuzug,14,16,3,54,9,41,22,6,2,1,4,10
1992,Bahrain,Asien,Zuzug,0,0,0,1,0,0,0,0,0,0,0,0
1992,Bangladesch,Asien,Zuzug,19,5,1,21,14,4,26,7,4,5,3,2
1992,Barbados,Amerika,Zuzug,0,0,0,2,0,0,1,0,0,0,0,0
1992,Belgien,Europa,Zuzug,14,18,8,39,6,16,9,8,5,1,6,14
1992,Benin,Afrika,Zuzug,2,1,1,2,0,0,2,1,1,0,1,2
1992,Bhutan,Asien,Zuzug,0,0,0,0,0,0,0,1,0,0,0,0
1992,Bolivien,Amerika,Zuzug,2,1,2,3,0,7,5,2,0,0,0,0
1992,Bosnien und Herzegowina,Europa,Zuzug,11,3,38,61,6,14,13,33,68,21,44,5
1992,Botsuana,Afrika,Zuzug,1,0,1,4,0,4,2,0,0,0,0,0
1992,Brasilien,Amerika,Zuzug,26,24,6,49,10,36,33,11,5,2,7,26
1992,Brunei Darussalam,Asien,Zuzug,0,0,0,0,0,2,0,0,0,0,0,0
1992,Bulgarien,Europa,Zuzug,317,161,221,96,213,97,84,65,327,167,286,94
1992,Burkina Faso,Afrika,Zuzug,1,0,0,1,0,0,1,4,0,0,0,0
1992,Burundi,Afrika,Zuzug,1,0,0,0,0,0,0,1,1,0,0,0
1992,Chile,Amerika,Zuzug,8,0,2,11,1,3,5,6,0,0,2,4
1992,China,Asien,Zuzug,73,45,26,105,18,46,53,56,7,7,21,31
1992,Costa Rica,Amerika,Zuzug,7,3,2,2,0,1,2,0,0,0,0,0
1992,Cote de'Ivoire,Afrika,Zuzug,5,1,0,1,1,0,1,3,0,0,1,0
1992,Dänemark,Europa,Zuzug,25,23,9,42,16,43,30,20,9,7,8,20
1992,Dominikanische Republik,Amerika,Zuzug,3,6,0,3,3,2,4,3,0,0,0,2
1992,Dschibuti,Afrika,Zuzug,0,0,0,1,0,0,0,0,0,0,0,0
1992,Ecuador,Amerika,Zuzug,4,3,3,3,0,0,5,2,0,0,0,3
1992,Ehem. Sowjetunion,Europa,Zuzug,551,207,139,278,267,142,345,113,80,467,513,51
1992,Ehem.Tschechoslowakei,Europa,Zuzug,47,21,101,95,7,140,52,48,67,27,152,39
1992,El Salvador,Amerika,Zuzug,0,0,0,1,0,0,0,0,0,0,0,1
1992,Estland,Europa,Zuzug,2,4,0,7,1,1,3,1,0,0,0,2
1992,Fidschi,Australien/Ozeanien,Zuzug,0,0,0,0,0,0,0,0,0,0,0,1
1992,Finnland,Europa,Zuzug,26,15,15,37,8,27,28,11,3,2,15,9
1992,Frankreich,Europa,Zuzug,178,104,71,210,38,120,123,83,23,10,35,121
1992,Gabun,Afrika,Zuzug,0,0,1,0,0,0,0,0,0,0,0,0
1992,Gambia,Afrika,Zuzug,0,3,0,1,0,1,0,3,1,1,0,0
1992,Georgien,Asien,Zuzug,0,1,1,0,0,0,0,0,0,4,1,0
1992,Ghana,Afrika,Zuzug,35,9,12,16,10,12,29,20,6,2,7,10
1992,Griechenland,Europa,Zuzug,123,125,13,113,19,43,107,115,1,8,17,29
1992,Guatemala,Amerika,Zuzug,4,1,0,1,1,2,4,0,0,0,0,0
1992,Guinea,Afrika,Zuzug,4,2,3,3,1,0,4,0,2,0,0,1
1992,Guinea-Bissau,Afrika,Zuzug,1,0,3,0,0,0,1,0,0,0,0,0
1992,Guyana,Amerika,Zuzug,2,2,0,0,0,0,0,0,0,0,0,0
1992,Haiti,Amerika,Zuzug,0,1,0,0,1,1,1,0,0,0,0,0
1992,Honduras,Amerika,Zuzug,0,1,0,0,0,1,1,0,0,0,0,2
1992,Indien,Asien,Zuzug,22,7,7,38,9,21,17,9,6,3,4,9
1992,Indonesien,Asien,Zuzug,43,12,7,50,8,15,27,12,2,0,2,5
1992,Irak,Asien,Zuzug,7,12,6,14,10,17,3,12,3,2,6,2
1992,Iran,Asien,Zuzug,92,28,13,107,36,38,69,39,1,0,8,32
1992,Irland,Europa,Zuzug,24,36,26,44,4,18,18,24,3,2,15,2
1992,Island,Europa,Zuzug,7,3,0,5,1,2,2,2,0,0,0,0
1992,Israel,Asien,Zuzug,21,17,14,76,9,29,33,14,3,0,7,9
1992,Italien,Europa,Zuzug,139,94,40,211,46,92,133,131,9,1,25,66
1992,Jamaika,Amerika,Zuzug,2,3,0,4,1,2,4,1,0,0,0,1
1992,Japan,Asien,Zuzug,20,15,0,97,5,36,30,7,52,8,4,4
1992,Jemen,Asien,Zuzug,3,7,8,3,0,0,0,4,0,0,13,0
1992,Jordanien,Asien,Zuzug,11,9,5,28,6,12,12,10,1,1,4,2
1992,Kambodscha,Asien,Zuzug,0,0,0,0,1,0,0,0,0,0,0,0
1992,Kamerun,Afrika,Zuzug,9,4,4,16,1,2,7,0,5,0,1,4
1992,Kanada,Amerika,Zuzug,18,12,6,48,12,34,22,17,3,6,7,10
1992,Kap Verde,Afrika,Zuzug,0,0,0,3,0,0,1,0,0,0,0,0
1992,Kasachstan,Asien,Zuzug,0,0,14,1,0,31,0,5,0,52,95,0
1992,Kenia,Afrika,Zuzug,4,4,0,10,1,6,4,3,0,1,0,1
1992,Kirgisistan,Asien,Zuzug,0,0,0,0,0,0,0,6,0,0,14,0
1992,Kiribati,Australien/Ozeanien,Zuzug,1,0,0,0,0,0,0,0,0,0,0,0
1992,Kolumbien,Amerika,Zuzug,7,13,0,7,1,13,7,3,1,0,2,1
1992,"Kongo, Dem. Rep.",Afrika,Zuzug,23,7,3,9,3,4,33,14,9,1,4,6
1992,"Kongo, Rep.",Afrika,Zuzug,10,2,5,1,0,1,2,1,0,1,2,0
1992,"Korea, Dem. Volksrepublik",Asien,Zuzug,10,2,1,2,1,3,0,0,0,0,4,1
1992,"Korea, Republik",Asien,Zuzug,12,9,0,33,22,33,18,13,0,0,1,12
1992,Kroatien,Europa,Zuzug,173,155,8,99,52,50,170,148,11,26,42,64
1992,Kuba,Amerika,Zuzug,12,15,16,7,2,5,6,2,7,18,26,0
1992,Kuwait,Asien,Zuzug,0,0,0,1,1,2,0,0,0,1,0,1
1992,Laos,Asien,Zuzug,2,1,0,1,1,0,0,4,0,2,0,0
1992,Lesotho,Afrika,Zuzug,0,0,0,0,0,3,0,0,0,0,0,0
1992,Lettland,Europa,Zuzug,8,3,5,10,0,5,8,1,5,6,6,3
1992,Libanon,Asien,Zuzug,165,48,15,78,73,66,209,147,8,3,4,55
1992,Liberia,Afrika,Zuzug,2,0,0,3,1,0,4,1,1,1,2,0
1992,Libyen,Afrika,Zuzug,3,0,0,2,1,0,1,2,0,0,0,0
1992,Liechtenstein,Europa,Zuzug,0,0,0,0,0,0,1,0,0,0,0,0
1992,Litauen,Europa,Zuzug,13,3,6,7,3,0,2,1,3,2,2,0
1992,Luxemburg,Europa,Zuzug,7,4,4,9,1,6,6,9,0,0,2,3
1992,Madagaskar,Afrika,Zuzug,3,0,0,1,1,0,0,1,0,0,1,0
1992,Malawi,Afrika,Zuzug,1,3,0,2,0,0,1,0,0,0,1,0
1992,Malaysia,Asien,Zuzug,1,2,0,11,0,4,0,2,0,0,0,1
1992,Malediven,Asien,Zuzug,1,0,0,0,0,0,0,0,0,2,0,0
1992,Mali,Afrika,Zuzug,2,0,1,4,1,0,1,0,0,0,0,0
1992,Malta,Europa,Zuzug,0,0,0,0,0,0,1,0,0,0,0,0
1992,Marokko,Afrika,Zuzug,17,17,3,14,11,16,19,14,2,0,2,17
1992,Mauretanien,Afrika,Zuzug,0,0,0,0,0,0,0,1,0,0,0,0
1992,Mauritius,Afrika,Zuzug,0,2,0,2,0,3,0,0,0,0,0,0
1992,Mexiko,Amerika,Zuzug,9,7,1,14,5,12,5,3,0,0,0,8
1992,Moldau,Europa,Zuzug,0,0,0,0,0,0,0,0,3,0,2,0
1992,Monaco,Europa,Zuzug,0,0,0,0,0,3,0,0,0,0,1,0
1992,Mongolei,Asien,Zuzug,11,18,18,3,0,1,3,8,4,16,66,8
1992,Mosambik,Afrika,Zuzug,1,4,7,2,0,0,1,1,3,4,7,0
1992,Myanmar,Asien,Zuzug,0,0,0,0,0,0,1,0,0,0,0,0
1992,Namibia,Afrika,Zuzug,0,0,0,1,1,0,0,0,0,0,0,0
1992,Nepal,Asien,Zuzug,5,2,0,7,0,3,2,2,0,0,0,0
1992,Neuseeland,Australien/Ozeanien,Zuzug,1,8,3,6,0,6,5,0,0,0,1,3
1992,Nicaragua,Amerika,Zuzug,3,4,1,3,0,1,1,3,0,1,1,0
1992,Niederlande,Europa,Zuzug,61,44,34,71,15,30,42,22,6,7,20,18
1992,Niger,Afrika,Zuzug,1,0,0,6,0,0,4,1,1,0,0,0
1992,Nigeria,Afrika,Zuzug,11,7,4,6,8,5,7,11,0,0,3,3
1992,Norwegen,Europa,Zuzug,22,10,8,41,7,19,22,11,0,0,1,3
1992,Oman,Asien,Zuzug,1,0,0,1,0,3,0,0,0,0,0,0
1992,Österreich,Europa,Zuzug,94,53,29,106,20,73,86,68,28,9,39,27
1992,Pakistan,Asien,Zuzug,33,13,4,23,24,10,13,27,1,2,5,5
1992,Panama,Amerika,Zuzug,0,0,0,1,1,2,0,0,0,0,0,0
1992,Papua-Neuguinea,Australien/Ozeanien,Zuzug,1,1,0,0,0,0,1,3,0,0,0,0
1992,Paraguay,Amerika,Zuzug,7,0,0,9,0,0,3,0,0,0,0,3
1992,Peru,Amerika,Zuzug,13,7,21,17,5,20,17,7,5,3,2,4
1992,Philippinen,Asien,Zuzug,12,4,1,11,9,13,11,14,2,1,1,12
1992,Polen,Europa,Zuzug,1053,462,394,651,553,478,760,912,305,1194,2423,499
1992,Portugal,Europa,Zuzug,23,19,6,33,5,18,15,13,0,0,2,5
1992,Ruanda,Afrika,Zuzug,0,0,0,3,0,0,3,0,0,0,0,0
1992,Rumänien,Europa,Zuzug,226,113,268,140,309,133,294,131,281,461,550,77
1992,Russische Föderation,Europa,Zuzug,662,233,292,501,535,232,293,159,247,250,626,81
1992,Sambia,Afrika,Zuzug,1,0,0,5,3,0,2,0,0,0,0,0
1992,San Marino,Europa,Zuzug,0,1,0,1,0,0,0,0,0,1,0,0
1992,Sao Tome und Principe,Afrika,Zuzug,0,0,0,0,0,1,0,0,0,0,0,0
1992,Saudi-Arabien,Asien,Zuzug,2,1,1,5,0,3,0,2,0,0,0,1
1992,Schweden,Europa,Zuzug,36,31,18,82,7,37,30,11,3,2,15,12
1992,Schweiz,Europa,Zuzug,65,62,28,91,12,42,56,43,3,9,12,20
1992,Senegal,Afrika,Zuzug,5,1,0,2,0,1,2,1,0,0,0,0
1992,Seychellen,Afrika,Zuzug,1,0,0,2,1,0,0,0,0,0,0,0
1992,Sierra Leone,Afrika,Zuzug,18,4,2,4,1,1,5,4,3,0,0,3
1992,Simbabwe,Afrika,Zuzug,1,1,0,11,0,0,1,1,0,0,0,1
1992,Singapur,Asien,Zuzug,1,0,1,2,4,2,4,0,0,1,0,0
1992,Slowenien,Europa,Zuzug,11,6,0,15,3,4,11,2,0,4,56,2
1992,Somalia,Afrika,Zuzug,0,0,0,3,0,0,3,8,0,1,0,2
1992,Spanien,Europa,Zuzug,59,63,12,91,21,52,57,55,8,6,26,13
1992,Sri Lanka,Asien,Zuzug,18,24,0,37,3,12,24,20,2,1,1,11
1992,St. Kitts und Nevis,Amerika,Zuzug,1,0,0,0,0,0,0,0,0,0,0,0
1992,St. Lucia,Amerika,Zuzug,0,0,0,2,0,0,0,0,0,0,0,0
1992,St. Vincent und die Grenadinen,Amerika,Zuzug,0,0,1,0,0,0,0,0,0,2,0,0
1992,Südafrika,Afrika,Zuzug,4,2,3,19,12,13,9,7,0,0,2,8
1992,Sudan,Afrika,Zuzug,8,7,7,7,5,1,7,3,2,0,6,0
1992,Suriname,Amerika,Zuzug,0,0,0,1,0,0,0,0,0,0,0,0
1992,Swasiland,Afrika,Zuzug,2,1,0,0,0,0,1,0,0,0,0,0
1992,Syrien,Asien,Zuzug,31,22,5,26,10,11,21,32,1,5,9,7
1992,Tadschikistan,Asien,Zuzug,0,1,0,0,0,0,0,0,1,0,0,0
1992,Taiwan,Asien,Zuzug,18,14,5,18,1,9,10,13,2,0,3,4
1992,Tansania,Afrika,Zuzug,3,0,1,6,4,0,11,0,0,0,0,4
1992,Thailand,Asien,Zuzug,185,66,24,118,37,76,90,155,3,9,11,63
1992,Togo,Afrika,Zuzug,5,2,0,0,1,1,2,0,0,0,1,0
1992,Tonga,Australien/Ozeanien,Zuzug,0,1,0,0,0,0,0,0,0,0,0,0
1992,Trinidad und Tobago,Amerika,Zuzug,1,1,0,3,0,0,0,1,0,0,0,0
1992,Tschad,Afrika,Zuzug,2,0,0,0,0,1,0,0,0,0,0,0
1992,Tunesien,Afrika,Zuzug,23,26,7,31,26,9,26,31,3,6,6,21
1992,Türkei,Europa,Zuzug,1456,1242,85,541,380,236,766,1159,44,42,71,230
1992,Turkmenistan,Asien,Zuzug,3,0,0,0,0,0,0,0,0,0,0,0
1992,Übriges Afrika,Afrika,Zuzug,2,1,0,7,0,0,0,0,0,0,0,3
